State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Alameda,6,1,26/5/2016,52,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,27/5/2016,63,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,28/5/2016,77,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,29/5/2016,67,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,30/5/2016,67,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,31/5/2016,97,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,1/6/2016,67,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,2/6/2016,126,Unhealthy for Sensitive Groups,Ozone,06-001-2005,6
California,Alameda,6,1,3/6/2016,115,Unhealthy for Sensitive Groups,Ozone,06-001-0007,6
California,Alameda,6,1,4/6/2016,126,Unhealthy for Sensitive Groups,Ozone,06-001-2005,6
California,Alameda,6,1,5/6/2016,67,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,6/6/2016,44,Good,Ozone,06-001-2005,6
California,Alameda,6,1,7/6/2016,41,Good,Ozone,06-001-2005,6
California,Alameda,6,1,8/6/2016,37,Good,PM2.5,06-001-0012,6
California,Alameda,6,1,9/6/2016,33,Good,Ozone,06-001-2005,6
California,Alameda,6,1,10/6/2016,48,Good,PM2.5,06-001-0012,6
California,Alameda,6,1,11/6/2016,54,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,12/6/2016,62,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,13/6/2016,54,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,14/6/2016,51,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,15/6/2016,40,Good,PM2.5,06-001-0012,6
California,Alameda,6,1,16/6/2016,41,Good,Ozone,06-001-2005,6
California,Alameda,6,1,17/6/2016,32,Good,Ozone,06-001-2005,6
California,Alameda,6,1,18/6/2016,47,Good,Ozone,06-001-2005,6
California,Alameda,6,1,19/6/2016,52,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,20/6/2016,71,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,21/6/2016,71,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,22/6/2016,59,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,23/6/2016,52,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,24/6/2016,71,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,25/6/2016,74,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,26/6/2016,59,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,27/6/2016,67,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,28/6/2016,61,Moderate,Ozone,06-001-2005,6
California,Alameda,6,1,29/6/2016,60,Moderate,PM2.5,06-001-0007,6
California,Alameda,6,1,30/6/2016,140,Unhealthy for Sensitive Groups,Ozone,06-001-2005,6
California,Alameda,6,1,1/7/2016,74,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,2/7/2016,58,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,3/7/2016,64,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,4/7/2016,53,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,5/7/2016,43,Good,PM2.5,06-001-0007,7
California,Alameda,6,1,6/7/2016,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,7/7/2016,36,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,8/7/2016,29,Good,Ozone,06-001-2005,7
California,Alameda,6,1,9/7/2016,27,Good,Ozone,06-001-2005,7
California,Alameda,6,1,10/7/2016,46,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,11/7/2016,58,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,12/7/2016,48,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,13/7/2016,77,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,14/7/2016,119,Unhealthy for Sensitive Groups,Ozone,06-001-2005,7
California,Alameda,6,1,15/7/2016,101,Unhealthy for Sensitive Groups,Ozone,06-001-2005,7
California,Alameda,6,1,16/7/2016,52,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,17/7/2016,37,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,18/7/2016,28,Good,Ozone,06-001-2005,7
California,Alameda,6,1,19/7/2016,37,Good,Ozone,06-001-2005,7
California,Alameda,6,1,20/7/2016,44,Good,Ozone,06-001-2005,7
California,Alameda,6,1,21/7/2016,39,Good,Ozone,06-001-2005,7
California,Alameda,6,1,22/7/2016,51,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,23/7/2016,77,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,24/7/2016,61,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,25/7/2016,115,Unhealthy for Sensitive Groups,Ozone,06-001-2005,7
California,Alameda,6,1,26/7/2016,150,Unhealthy for Sensitive Groups,Ozone,06-001-0007,7
California,Alameda,6,1,27/7/2016,151,Unhealthy,Ozone,06-001-2005,7
California,Alameda,6,1,28/7/2016,74,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,29/7/2016,77,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,30/7/2016,74,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,31/7/2016,58,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,1/8/2016,64,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,2/8/2016,58,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,3/8/2016,74,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,4/8/2016,40,Good,PM2.5,06-001-0007,7
California,Alameda,6,1,5/8/2016,44,Good,Ozone,06-001-2005,7
California,Alameda,6,1,6/8/2016,54,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,7/8/2016,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,8/8/2016,52,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,9/8/2016,58,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,10/8/2016,54,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,11/8/2016,71,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,12/8/2016,105,Unhealthy for Sensitive Groups,Ozone,06-001-2005,7
California,Alameda,6,1,13/8/2016,129,Unhealthy for Sensitive Groups,Ozone,06-001-2005,7
California,Alameda,6,1,14/8/2016,67,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,15/8/2016,48,Good,Ozone,06-001-2005,7
California,Alameda,6,1,16/8/2016,77,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,17/8/2016,112,Unhealthy for Sensitive Groups,Ozone,06-001-2005,7
California,Alameda,6,1,18/8/2016,97,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,19/8/2016,74,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,20/8/2016,54,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,21/8/2016,46,Good,Ozone,06-001-2005,7
California,Alameda,6,1,22/8/2016,46,Good,Ozone,06-001-2005,7
California,Alameda,6,1,23/8/2016,45,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,24/8/2016,48,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,25/8/2016,48,Good,PM2.5,06-001-0007,7
California,Alameda,6,1,26/8/2016,41,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,27/8/2016,50,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,28/8/2016,52,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,29/8/2016,41,Good,Ozone,06-001-2005,7
California,Alameda,6,1,30/8/2016,37,Good,Ozone,06-001-2005,7
California,Alameda,6,1,31/8/2016,39,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,1/9/2016,51,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2/9/2016,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,3/9/2016,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,4/9/2016,57,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,5/9/2016,57,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,6/9/2016,68,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,7/9/2016,71,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,8/9/2016,64,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,9/9/2016,67,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,10/9/2016,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,11/9/2016,51,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,12/9/2016,54,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,13/9/2016,52,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,14/9/2016,55,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,15/9/2016,54,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,16/9/2016,87,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,17/9/2016,80,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,18/9/2016,84,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,19/9/2016,93,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,20/9/2016,59,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,21/9/2016,56,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,22/9/2016,43,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,23/9/2016,53,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,24/9/2016,52,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,25/9/2016,93,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,26/9/2016,154,Unhealthy,Ozone,06-001-2005,7
California,Alameda,6,1,27/9/2016,93,Moderate,Ozone,06-001-2005,7
California,Alameda,6,1,28/9/2016,51,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,29/9/2016,57,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,30/9/2016,55,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,1/10/2016,46,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,2/10/2016,37,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,3/10/2016,36,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,4/10/2016,38,Good,Ozone,06-001-2005,7
California,Alameda,6,1,5/10/2016,43,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,6/10/2016,47,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,7/10/2016,52,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,8/10/2016,112,Unhealthy for Sensitive Groups,Ozone,06-001-2005,7
California,Alameda,6,1,9/10/2016,115,Unhealthy for Sensitive Groups,Ozone,06-001-2005,7
California,Alameda,6,1,10/10/2016,45,Good,Ozone,06-001-2005,7
California,Alameda,6,1,11/10/2016,43,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,12/10/2016,34,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,13/10/2016,34,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,14/10/2016,32,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,15/10/2016,33,Good,Ozone,06-001-2005,7
California,Alameda,6,1,16/10/2016,34,Good,Ozone,06-001-2005,7
California,Alameda,6,1,17/10/2016,52,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,18/10/2016,39,Good,Ozone,06-001-2005,7
California,Alameda,6,1,19/10/2016,44,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,20/10/2016,48,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,21/10/2016,51,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,22/10/2016,52,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,23/10/2016,44,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,24/10/2016,33,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,25/10/2016,31,Good,Ozone,06-001-2005,7
California,Alameda,6,1,26/10/2016,33,Good,Ozone,06-001-2005,7
California,Alameda,6,1,27/10/2016,31,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,28/10/2016,30,Good,Ozone,06-001-2005,7
California,Alameda,6,1,29/10/2016,32,Good,Ozone,06-001-2005,7
California,Alameda,6,1,30/10/2016,36,Good,Ozone,06-001-2005,7
California,Alameda,6,1,31/10/2016,35,Good,Ozone,06-001-2005,7
California,Alameda,6,1,1/11/2016,41,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,2/11/2016,42,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,3/11/2016,47,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,4/11/2016,60,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,5/11/2016,55,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,6/11/2016,41,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,7/11/2016,52,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,8/11/2016,55,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,9/11/2016,58,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,10/11/2016,62,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,11/11/2016,62,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,12/11/2016,49,Good,PM2.5,06-001-0007,7
California,Alameda,6,1,13/11/2016,55,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,14/11/2016,65,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,15/11/2016,35,Good,NO2,06-001-0013,7
California,Alameda,6,1,16/11/2016,37,Good,Ozone,06-001-2005,7
California,Alameda,6,1,17/11/2016,41,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,18/11/2016,61,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,19/11/2016,43,Good,Ozone,06-001-2005,7
California,Alameda,6,1,20/11/2016,37,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,21/11/2016,53,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,22/11/2016,52,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,23/11/2016,43,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,24/11/2016,56,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,25/11/2016,64,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,26/11/2016,38,Good,Ozone,06-001-2005,7
California,Alameda,6,1,27/11/2016,37,Good,Ozone,06-001-2005,7
California,Alameda,6,1,28/11/2016,34,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,29/11/2016,43,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,30/11/2016,58,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,1/12/2016,53,Moderate,PM2.5,06-001-0007,6
California,Alameda,6,1,2/12/2016,38,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,3/12/2016,74,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,4/12/2016,70,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,5/12/2016,55,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,6/12/2016,45,Good,PM2.5,06-001-0007,6
California,Alameda,6,1,7/12/2016,52,Moderate,PM2.5,06-001-0011,5
California,Alameda,6,1,8/12/2016,39,Good,PM2.5,06-001-0007,6
California,Alameda,6,1,9/12/2016,37,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,10/12/2016,30,Good,Ozone,06-001-2005,6
California,Alameda,6,1,11/12/2016,48,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,12/12/2016,47,Good,PM2.5,06-001-0007,6
California,Alameda,6,1,13/12/2016,64,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,14/12/2016,47,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,15/12/2016,35,Good,Ozone,06-001-2005,6
California,Alameda,6,1,16/12/2016,35,Good,Ozone,06-001-2005,6
California,Alameda,6,1,17/12/2016,55,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,18/12/2016,60,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,19/12/2016,62,Moderate,PM2.5,06-001-0011,6
